X,Y
11.67159394479074,0.0856781005859375
19.473790753173432,0.10270214080810547
27.41297523163832,0.10943722724914551
36.55063364218443,0.10943722724914551
37.49380065184783,0.13335537910461426
35.78910363070097,0.1676487922668457
38.42224502188069,0.18218612670898438
36.780686715978796,0.21750545501708984
40.3903885845985,0.222825288772583
40.51258126800791,0.24683690071105957
40.561621784620684,0.2711923122406006
38.52783627315671,0.3114631175994873
40.45813314852643,0.3213198184967041
41.69667223377302,0.3357582092285156
43.698071062041066,0.3432645797729492
45.425070379252624,0.35222840309143066
42.525235488684494,0.3997626304626465
40.911834483057596,0.4399704933166504
40.21477816006225,0.47246313095092773
39.00312123242418,0.5127794742584229
40.32395634520416,0.5207822322845459
42.244144742594834,0.5207822322845459
42.8481227600218,0.5367796421051025
44.05459509918524,0.54477858543396
45.22611201374671,0.5527780055999756
45.70881332687288,0.5688180923461914
46.70191304864213,0.5781347751617432
45.34848443894238,0.6174407005310059
46.369363503422576,0.6254129409790039
47.34682819562283,0.6336221694946289
48.31456180084238,0.6416285037994385
49.25723081010836,0.6496508121490479
49.577226832272686,0.66562819480896
50.47213272802498,0.6736390590667725
49.51997876182377,0.7067854404449463
50.39884646194927,0.7143020629882812
50.08861263650254,0.7386908531188965
50.891443160780554,0.7466874122619629
51.13481067086637,0.7626898288726807
50.29771716000386,0.795264720916748
51.02046408601117,0.8035991191864014
51.2425949304493,0.8196306228637695
49.52832619286862,0.8681900501251221
48.95867322210175,0.8987171649932861
49.530950467128584,0.9085228443145752
50.631638255287,0.9085228443145752
50.82557745003099,0.9247312545776367
51.02253134125915,0.9407608509063721
50.352158797747,0.9731459617614746
48.900551834325654,1.0224833488464355
49.49075924335948,1.0304954051971436
48.9278917314877,1.062788486480713
48.381757289101195,1.095454216003418
47.452832295656336,1.137972116470337
47.941368093068554,1.1472346782684326
48.62046128378738,1.1517784595489502
49.142209950361455,1.1598989963531494
48.968628185899505,1.184431791305542
48.96616587920236,1.20491361618042
49.304130204878255,1.2169365882873535
49.79855851296774,1.2249350547790527
48.69201203524592,1.2733094692230225
47.21538746056691,1.33431077003479
47.7859046996499,1.3393070697784424
46.40540517998685,1.4006989002227783
46.84572950635189,1.4088797569274902
47.55551328675116,1.4088797569274902
47.992614984910425,1.4168846607208252
48.69838873468852,1.4168846607208252
49.12678688287044,1.424884557723999
49.518514928024985,1.433807134628296
48.072443459262416,1.497739553451538
47.72068089175886,1.5297350883483887
48.12266672620399,1.5377368927001953
46.820730011095954,1.6018545627593994
46.49668013284136,1.6345252990722656
46.7510111295178,1.6470232009887695
47.021818375199246,1.6588044166564941
47.62466220052231,1.6588044166564941
47.76768865104212,1.6747722625732422
46.99803881234227,1.7234761714935303
46.286459781469155,1.7715764045715332
46.633873959074975,1.7798221111297607
47.06233514829941,1.7848668098449707
47.32944235782283,1.7959222793579102
47.6730526759862,1.8039541244506836
48.01440019705533,1.8119564056396484
47.71953283052902,1.8441085815429688
48.05326661447175,1.8521113395690918
48.177638624470234,1.868086576461792
47.88319201655882,1.9004580974578857
47.793564522110145,1.92494535446167
46.72527100266945,1.9903576374053955
45.02030217811417,2.087946891784668
45.14868196433917,2.104158878326416
45.10385218464911,2.1284213066101074
45.12423332139921,2.14962100982666
44.03034335569869,2.2257378101348877
44.36413420266087,2.231532335281372
44.12137864581169,2.266474962234497
44.44439706969453,2.2725024223327637
44.01979918067956,2.317139148712158
43.04188254610794,2.3930180072784424
41.747025672058435,2.4911954402923584
41.95457551042844,2.50270676612854
42.09117313337174,2.5183427333831787
40.574100195190134,2.637150287628174
40.65856442098515,2.656266927719116
40.91945668439357,2.663769483566284
40.009375948748975,2.7493555545806885
40.11052732197761,2.7673532962799072
40.0739481231627,2.794833183288574
40.372922743216236,2.798905611038208
40.58547715010639,2.8088865280151367
40.79704394057128,2.8188316822052
40.977345273103545,2.8308324813842773
40.69515945656149,2.875034809112549
40.95752557321997,2.881033420562744
40.37076820354828,2.9476773738861084
40.64098743142108,2.952684164047241
40.43873574066851,2.992180585861206
40.55606255193296,3.008181571960449
40.847668263652174,3.011187791824341
40.773626097945694,3.0411815643310547
40.9811533187482,3.050182580947876
40.8058710534537,3.0877909660339355
40.99700347770218,3.097787380218506
41.028404672799276,3.1197898387908936
39.53121022012139,3.263244390487671
39.642921122979104,3.2792739868164062
39.7407961947467,3.296360731124878
39.958728877249385,3.30340838432312
40.15814338073453,3.311906099319458
40.264753972284616,3.327972650527954
40.467779600625924,3.3359873294830322
40.08645077024197,3.392667531967163
40.286164166885584,3.4006712436676025
40.20191822704646,3.4326720237731934
40.38133403077305,3.4421844482421875
40.589184840420295,3.4491946697235107
40.784392997570855,3.457204818725586
41.073644011738025,3.457204818725586
40.698947182710334,3.5136044025421143
40.79780867902472,3.5296013355255127
40.70765803119282,3.561983346939087
39.902450543558864,3.6589231491088867
40.00119686464024,3.6748900413513184
40.18523205633883,3.6829450130462646
40.11276712370971,3.7145280838012695
